F1: 0.00000,Precision: 0.00000,Recall: 0.00000,,
1,15,China (CHN),http://dbpedia.org/resource/China,http://dbpedia.org/resource/China_in_the_olympics http://dbpedia.org/resource/People's_Republic_of_China_at_the_Olympics http://dbpedia.org/resource/China_Olympics http://dbpedia.org/resource/China_Olympic_Team http://dbpedia.org/resource/Olympics_in_china http://dbpedia.org/resource/China_at_the_Olympics http://dbpedia.org/resource/China_at_the_Winter_Olympics http://dbpedia.org/resource/China_at_the_Summer_Olympics http://dbpedia.org/resource/Chinese_Olympics http://dbpedia.org/resource/China_at_the_Olympic_Games http://dbpedia.org/resource/China_at_the_olympics
1,16,West Germany (FRG),http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/West_Germany_at_the_Olympics
1,17,Canada (CAN),http://dbpedia.org/resource/Canada,http://dbpedia.org/resource/Canada_olympic_games http://dbpedia.org/resource/Canada_at_the_Olympics http://dbpedia.org/resource/Canada_at_olympic_games http://dbpedia.org/resource/Canada_at_the_olympic_games http://dbpedia.org/resource/Canada_olympics http://dbpedia.org/resource/Canada_at_the_olympics
1,18,Sweden (SWE),http://dbpedia.org/resource/Sweden,http://dbpedia.org/resource/Sweden_at_the_Winter_Olympics http://dbpedia.org/resource/Sweden_at_the_Summer_Olympics http://dbpedia.org/resource/Sweden_at_the_Olympics
1,19,Czech Republic (CZE),http://dbpedia.org/resource/Czech_Republic,http://dbpedia.org/resource/Czech_Republic_at_the_Summer_Olympics http://dbpedia.org/resource/Czech_Republic_at_the_Olympics http://dbpedia.org/resource/Czech_Republic_at_the_Winter_Olympics
1,20,Japan (JPN),http://dbpedia.org/resource/Japan,http://dbpedia.org/resource/Japan_in_the_olympics http://dbpedia.org/resource/Japan_at_the_Olympics http://dbpedia.org/resource/Japanese_olympics http://dbpedia.org/resource/Japan_olympics http://dbpedia.org/resource/Japan_at_the_Winter_Olympics http://dbpedia.org/resource/Olympics_in_japan http://dbpedia.org/resource/Japanese_Olympic_Games http://dbpedia.org/resource/Japanese_Olympics http://dbpedia.org/resource/Japan_at_the_Summer_Olympics
1,21,Argentina (ARG),http://dbpedia.org/resource/Argentina,http://dbpedia.org/resource/Argentina_at_the_Olympics http://dbpedia.org/resource/Argentina_at_the_Winter_Olympics http://dbpedia.org/resource/Argentina_at_the_Summer_Olympics http://dbpedia.org/resource/Argentina_at_the_olympics
1,22,Greece (GRE),http://dbpedia.org/resource/Greece,http://dbpedia.org/resource/Greece_at_the_Winter_Olympics http://dbpedia.org/resource/Greece_at_the_Olympics http://dbpedia.org/resource/Greece_at_the_Summer_Olympics
1,23,Netherlands (NED),http://dbpedia.org/resource/William_I_of_the_Netherlands,http://dbpedia.org/resource/Holland_at_the_Olympics http://dbpedia.org/resource/Netherlands_at_the_olympics http://dbpedia.org/resource/Netherlands_at_the_Winter_Olympics http://dbpedia.org/resource/Netherlands_at_the_Olympics http://dbpedia.org/resource/Netherlands_at_the_Summer_Olympics
1,24,Austria (AUT),http://dbpedia.org/resource/Austria,http://dbpedia.org/resource/Austria_at_the_olympics http://dbpedia.org/resource/Austria_at_the_Olympics http://dbpedia.org/resource/Austria_at_the_Summer_Olympics http://dbpedia.org/resource/Austria_at_the_Winter_Olympics
1,25,Denmark (DEN),http://dbpedia.org/resource/Denmark,http://dbpedia.org/resource/Denmark_at_the_Olympics http://dbpedia.org/resource/Denmark_at_the_Summer_Olympics http://dbpedia.org/resource/Denmark_at_the_Olympic_Games http://dbpedia.org/resource/Denmark_at_the_olympics http://dbpedia.org/resource/Denmark_at_the_Winter_Olympics
1,26,Croatia (CRO),http://dbpedia.org/resource/Croatia,http://dbpedia.org/resource/Croatia_at_the_Winter_Olympics http://dbpedia.org/resource/Croatia_at_the_Olympics http://dbpedia.org/resource/Croatia_at_the_Summer_Olympics
1,27,Unified Team (EUN),http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Unified_Team_at_the_Olympics http://dbpedia.org/resource/Unified_Team_at_the_Summer_Olympics http://dbpedia.org/resource/Flag_of_the_Unified_Team http://dbpedia.org/resource/CIS_Team http://dbpedia.org/resource/Unified_Team_at_the_Winter_Olympics
1,28,Australasia (ANZ),http://dbpedia.org/resource/PGA_Tour_of_Australasia,http://dbpedia.org/resource/Australasia_at_the_olympics http://dbpedia.org/resource/Australasia_at_the_Olympics
1,29,Bohemia (BOH),http://dbpedia.org/resource/Central_Bohemian_Region,http://dbpedia.org/resource/Bohemia_at_the_Olympics http://dbpedia.org/resource/Bohemia_at_the_olympics http://dbpedia.org/resource/Bohemia_at_the_Summer_Olympics
1,30,Bulgaria (BUL),http://dbpedia.org/resource/Bulgaria,http://dbpedia.org/resource/Bulgaria_at_the_Winter_Olympics http://dbpedia.org/resource/Bulgaria_at_the_Summer_Olympics http://dbpedia.org/resource/Bulgaria_at_the_olympics http://dbpedia.org/resource/Bulgaria_at_the_Olympics
1,31,Hungary (HUN),http://dbpedia.org/resource/Hungary,http://dbpedia.org/resource/Hungary_at_the_Winter_Olympics http://dbpedia.org/resource/Hungary_at_the_Olympics http://dbpedia.org/resource/Hungary_at_the_olympics http://dbpedia.org/resource/Hungary_at_the_Summer_Olympics
1,32,India (IND),http://dbpedia.org/resource/India,http://dbpedia.org/resource/India_at_the_Winter_Olympics http://dbpedia.org/resource/India_at_the_Summer_Olympics http://dbpedia.org/resource/India_at_the_Olympics
1,33,Italy (ITA),http://dbpedia.org/resource/Italy,http://dbpedia.org/resource/Italy_at_the_Olympics http://dbpedia.org/resource/Italy_at_the_Summer_Olympics http://dbpedia.org/resource/Italy_at_the_Winter_Olympics
1,34,Norway (NOR),http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Norway_at_the_Winter_Olympics http://dbpedia.org/resource/Norway_at_the_olympics http://dbpedia.org/resource/Norway_at_the_Summer_Olympics http://dbpedia.org/resource/Norway_at_the_Olympics
1,35,Serbia (SRB),http://dbpedia.org/resource/Serbia,http://dbpedia.org/resource/Serbia_at_the_Winter_Olympics http://dbpedia.org/resource/Serbia_at_the_olympics http://dbpedia.org/resource/Serbia_at_the_Olympics http://dbpedia.org/resource/Serbia_at_the_Summer_Olympics
